id,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
290,Vistara,UK-945,Delhi,Morning,one,Evening,Kolkata,Economy,8.25,28,6578
291,AirAsia,I5-548,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.42,19,3999
292,Vistara,UK-874,Hyderabad,Morning,zero,Morning,Mumbai,Business,1.5,19,17794
293,Air_India,AI-611,Mumbai,Morning,one,Early_Morning,Delhi,Economy,17.5,34,4274
294,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Kolkata,Business,20.5,36,49725
295,Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Economy,7.25,38,5606
296,Vistara,UK-818,Bangalore,Evening,one,Morning,Kolkata,Business,12.92,5,60508
297,Air_India,AI-678,Delhi,Morning,one,Morning,Kolkata,Economy,23.83,42,5276
298,Indigo,6E-893,Kolkata,Morning,one,Evening,Bangalore,Economy,9.42,13,6489
299,Air_India,AI-809,Mumbai,Morning,one,Early_Morning,Chennai,Economy,22.0,34,5380
300,Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,Business,14.92,22,70154
301,GO_FIRST,G8-329,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.17,28,2339
302,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,11.33,15,74127
303,Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Chennai,Business,9.5,8,51707
304,Vistara,UK-841,Mumbai,Morning,one,Afternoon,Bangalore,Business,4.58,6,39766
305,Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,Business,25.42,15,55502
306,GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.75,19,4165
307,Vistara,UK-836,Chennai,Morning,one,Night,Bangalore,Business,9.67,12,60260
308,Vistara,UK-826,Chennai,Afternoon,one,Morning,Kolkata,Business,21.17,22,54896
309,Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Bangalore,Business,9.25,11,54608
310,Indigo,6E-841,Bangalore,Afternoon,one,Night,Mumbai,Economy,5.92,41,3012
311,Indigo,6E-5307,Mumbai,Morning,zero,Afternoon,Chennai,Economy,2.0,7,7833
312,Vistara,UK-993,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,19.0,19,51697
313,Air_India,AI-675,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,15.08,6,16023
314,Air_India,AI-442,Mumbai,Afternoon,one,Morning,Bangalore,Economy,17.33,33,6082
315,Indigo,6E-139,Kolkata,Early_Morning,zero,Morning,Mumbai,Economy,2.83,15,7959
316,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.42,44,54684
317,Vistara,UK-810,Bangalore,Early_Morning,one,Night,Kolkata,Business,15.75,16,60508
318,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,33,3001
319,Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,11.0,2,12054
320,Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Business,24.33,8,44280
321,Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.67,41,14939
322,Vistara,UK-817,Delhi,Evening,zero,Evening,Bangalore,Business,2.75,17,32859
323,Air_India,AI-403,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.33,12,11353
324,Vistara,UK-814,Bangalore,Night,zero,Night,Delhi,Business,2.58,25,32923
325,SpiceJet,SG-3283,Hyderabad,Evening,one,Evening,Delhi,Economy,26.92,43,10121
326,Indigo,6E-6809,Mumbai,Evening,one,Late_Night,Hyderabad,Economy,8.33,43,4262
327,Vistara,UK-824,Chennai,Night,one,Morning,Kolkata,Business,13.17,48,54896
328,Indigo,6E-152,Delhi,Morning,one,Evening,Bangalore,Economy,6.42,44,4007
329,Vistara,UK-776,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.33,45,6461
330,Air_India,AI-402,Kolkata,Morning,two_or_more,Night,Mumbai,Economy,10.83,15,13734
331,Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,6.67,46,4439
332,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,34,4407
333,Air_India,AI-770,Kolkata,Night,one,Afternoon,Chennai,Economy,16.17,24,5284
334,Air_India,AI-430,Chennai,Morning,one,Late_Night,Bangalore,Business,14.25,12,60260
335,Indigo,6E-886,Bangalore,Morning,one,Evening,Mumbai,Economy,7.25,25,4819
336,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Business,13.42,28,41281
337,Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,8.17,26,53152
338,Air_India,AI-808,Bangalore,Night,one,Morning,Kolkata,Business,12.0,30,60508
339,Air_India,AI-440,Chennai,Early_Morning,two_or_more,Evening,Hyderabad,Economy,13.17,12,13758
340,GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,14,5954
341,Vistara,UK-852,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,26.75,48,5322
342,Air_India,AI-429,Delhi,Morning,one,Afternoon,Kolkata,Business,28.08,44,47545
343,GO_FIRST,G8-509,Hyderabad,Early_Morning,one,Morning,Delhi,Economy,4.92,19,5720
344,Indigo,6E-591,Chennai,Morning,one,Evening,Delhi,Economy,8.08,7,7877
345,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,10,7530
346,Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,Business,6.67,18,53152
347,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,7.17,36,5206
348,Vistara,UK-830,Hyderabad,Morning,one,Evening,Chennai,Economy,9.58,34,7617
349,Vistara,UK-858,Bangalore,Early_Morning,one,Night,Chennai,Economy,16.42,32,4672
350,Indigo,6E-132,Hyderabad,Morning,zero,Afternoon,Mumbai,Economy,1.5,6,4453
351,Indigo,6E-989,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,14.17,11,7954
352,Indigo,6E-832,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.17,34,6271
353,Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Business,8.33,43,60508
354,Vistara,UK-816,Bangalore,Morning,one,Evening,Mumbai,Economy,6.17,7,11205
355,Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.33,30,45693
356,Indigo,6E-374,Kolkata,Afternoon,two_or_more,Night,Bangalore,Economy,8.42,48,4944
357,Vistara,UK-876,Hyderabad,Night,zero,Night,Mumbai,Economy,1.42,13,4453
358,GO_FIRST,G8-113,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.58,27,4501
359,Indigo,6E-168,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,11,6153
360,Vistara,UK-816,Bangalore,Morning,one,Evening,Kolkata,Economy,6.58,38,8322
361,Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,12.08,4,72737
362,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Chennai,Economy,17.42,14,14784
363,Air_India,AI-657,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,8.42,29,4747
364,AirAsia,I5-510,Kolkata,Early_Morning,two_or_more,Evening,Bangalore,Economy,12.33,2,4555
365,Air_India,AI-9547,Bangalore,Evening,one,Evening,Delhi,Economy,21.75,9,21979
366,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Kolkata,Economy,15.83,20,5734
367,Air_India,AI-774,Mumbai,Night,one,Evening,Delhi,Economy,21.08,31,6219
368,Air_India,AI-504,Delhi,Night,one,Early_Morning,Kolkata,Business,8.0,7,57405
369,Indigo,6E-404,Kolkata,Evening,one,Late_Night,Hyderabad,Economy,7.33,46,4367
370,Vistara,UK-673,Delhi,Afternoon,two_or_more,Evening,Chennai,Economy,30.58,34,8282
371,Air_India,AI-409,Delhi,Morning,one,Evening,Kolkata,Economy,7.0,9,17641
372,AirAsia,I5-2991,Kolkata,Night,one,Afternoon,Delhi,Economy,16.5,19,3014
373,Vistara,UK-738,Kolkata,Evening,one,Afternoon,Hyderabad,Economy,17.83,11,12210
374,Air_India,AI-671,Mumbai,Morning,one,Evening,Delhi,Economy,10.83,43,3843
375,Air_India,AI-526,Kolkata,Evening,one,Morning,Mumbai,Business,14.67,39,37526
376,Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,19.92,3,72144
377,GO_FIRST,G8-227,Kolkata,Early_Morning,one,Evening,Mumbai,Economy,10.92,46,5888
378,Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,Business,19.17,23,51817
379,Vistara,UK-655,Mumbai,Morning,two_or_more,Evening,Kolkata,Economy,8.08,8,15913
380,Vistara,UK-864,Bangalore,Evening,one,Evening,Kolkata,Economy,24.92,8,14839
381,Indigo,6E-7223,Bangalore,Afternoon,one,Evening,Hyderabad,Economy,4.58,35,4601
382,Indigo,6E-176,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,9.75,47,2339
383,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,33,2476
384,Indigo,6E-566,Kolkata,Night,zero,Late_Night,Chennai,Economy,2.33,8,7119
385,Vistara,UK-828,Chennai,Early_Morning,one,Morning,Kolkata,Economy,26.67,46,7081
386,Air_India,AI-676,Kolkata,Morning,one,Evening,Bangalore,Economy,8.83,26,6006
387,Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,10.08,34,8112
388,Vistara,UK-836,Chennai,Morning,one,Morning,Hyderabad,Economy,22.92,4,15543
389,Vistara,UK-737,Delhi,Afternoon,zero,Evening,Kolkata,Business,2.17,24,27976
390,Vistara,UK-873,Mumbai,Early_Morning,one,Evening,Delhi,Business,13.58,34,47844
391,Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Hyderabad,Economy,12.33,35,5565
392,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Economy,9.17,6,11069
393,Vistara,UK-878,Hyderabad,Afternoon,zero,Afternoon,Mumbai,Economy,1.58,39,3646
394,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Business,26.5,1,44450
395,Air_India,AI-672,Chennai,Afternoon,one,Night,Hyderabad,Business,6.67,8,40593
396,Vistara,UK-897,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.08,33,4792
397,Air_India,AI-573,Kolkata,Evening,one,Morning,Delhi,Economy,14.67,9,13524
398,Vistara,UK-845,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.67,48,6122
399,Air_India,AI-507,Hyderabad,Morning,one,Evening,Mumbai,Business,8.75,38,37622
400,Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Economy,12.42,26,4111
401,SpiceJet,SG-8130,Kolkata,Early_Morning,one,Night,Mumbai,Economy,16.0,36,7569
402,Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,31.08,43,15017
403,Indigo,6E-489,Chennai,Night,zero,Night,Bangalore,Economy,1.17,26,1654
404,Vistara,UK-820,Bangalore,Evening,one,Evening,Kolkata,Business,24.25,44,60508
405,Indigo,6E-591,Chennai,Morning,one,Evening,Delhi,Economy,8.08,34,2051
406,Vistara,UK-708,Kolkata,Night,one,Night,Chennai,Business,26.33,10,55983
407,Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Chennai,Business,17.08,33,51595
408,Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Chennai,Economy,33.67,29,15899
409,Vistara,UK-849,Mumbai,Evening,one,Morning,Hyderabad,Economy,15.58,42,3334
410,AirAsia,I5-711,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,25,2480
411,Air_India,AI-887,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.5,25,4230
412,Vistara,UK-820,Bangalore,Evening,one,Night,Mumbai,Economy,6.0,10,14150
413,Air_India,AI-770,Kolkata,Night,one,Evening,Mumbai,Business,23.5,42,50271
414,Vistara,UK-902,Mumbai,Afternoon,zero,Evening,Delhi,Economy,2.33,45,2339
415,Vistara,UK-958,Mumbai,Afternoon,one,Morning,Chennai,Economy,21.5,11,11129
416,Air_India,AI-774,Mumbai,Night,one,Evening,Chennai,Economy,20.17,6,13398
417,Vistara,UK-776,Kolkata,Evening,one,Night,Delhi,Economy,28.83,1,20808
418,Indigo,6E-599,Kolkata,Morning,zero,Afternoon,Delhi,Economy,2.42,17,6174
419,Vistara,UK-941,Delhi,Evening,one,Early_Morning,Bangalore,Business,15.08,7,50297
420,SpiceJet,SG-475,Mumbai,Night,one,Evening,Chennai,Economy,18.67,23,4394
421,Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Economy,7.33,15,10961
422,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,2,5955
423,Air_India,AI-773,Kolkata,Evening,one,Morning,Bangalore,Business,17.92,39,52287
424,Vistara,UK-772,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.58,1,8799
425,Vistara,UK-874,Hyderabad,Morning,one,Morning,Kolkata,Business,25.17,34,48851
426,Indigo,6E-515,Chennai,Morning,one,Evening,Delhi,Economy,7.67,16,6129
427,Air_India,AI-805,Delhi,Evening,one,Early_Morning,Hyderabad,Business,11.25,29,39321
428,Vistara,UK-659,Hyderabad,Morning,one,Night,Mumbai,Economy,9.08,18,10019
429,Air_India,AI-629,Mumbai,Evening,one,Morning,Delhi,Economy,16.25,46,4221
430,Air_India,AI-645,Mumbai,Morning,one,Evening,Delhi,Economy,6.75,49,4768
431,Air_India,AI-624,Delhi,Evening,one,Night,Hyderabad,Economy,26.58,5,9840
432,Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Economy,15.92,34,6339
433,GO_FIRST,G8-383,Mumbai,Afternoon,one,Late_Night,Delhi,Economy,10.25,43,6068
434,Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Business,16.0,28,45995
435,Indigo,6E-294,Kolkata,Evening,one,Late_Night,Delhi,Economy,7.5,12,6977
436,Vistara,UK-977,Delhi,Evening,one,Early_Morning,Hyderabad,Business,12.83,34,61889
437,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,Business,8.0,23,38099
438,Air_India,AI-672,Chennai,Afternoon,one,Morning,Bangalore,Economy,20.25,34,3584
439,Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Economy,25.25,14,7927
440,Vistara,UK-873,Mumbai,Early_Morning,one,Evening,Bangalore,Economy,13.17,13,8148
441,GO_FIRST,G8-116,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,11.75,37,6389
442,Air_India,AI-503,Bangalore,Evening,one,Night,Hyderabad,Business,6.25,33,56476
443,Vistara,UK-927,Delhi,Morning,one,Night,Chennai,Business,13.58,26,52392
444,Air_India,AI-637,Mumbai,Evening,two_or_more,Afternoon,Kolkata,Economy,19.92,41,6806
445,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,43,2476
446,GO_FIRST,G8-351,Mumbai,Morning,one,Afternoon,Delhi,Economy,6.08,24,5569
447,Indigo,6E-409,Bangalore,Afternoon,one,Evening,Kolkata,Economy,4.5,32,4477
448,GO_FIRST,G8-101,Delhi,Early_Morning,one,Morning,Bangalore,Economy,6.0,18,6832
449,AirAsia,I5-783,Delhi,Early_Morning,one,Night,Chennai,Economy,14.83,37,1998
450,Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,Business,12.33,32,49725
451,GO_FIRST,G8-125,Kolkata,Evening,zero,Night,Hyderabad,Economy,2.17,42,2821
452,Vistara,UK-832,Chennai,Early_Morning,one,Night,Kolkata,Economy,15.67,45,5937
453,Vistara,UK-772,Kolkata,Morning,two_or_more,Night,Hyderabad,Economy,10.5,36,7572
454,Indigo,6E-5208,Mumbai,Evening,one,Night,Bangalore,Economy,5.67,24,4056
455,Air_India,AI-543,Hyderabad,Morning,one,Morning,Chennai,Economy,21.58,40,4229
456,AirAsia,I5-775,Delhi,Afternoon,one,Night,Hyderabad,Economy,9.08,44,2050
457,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21.0,34,6578
458,Vistara,UK-824,Chennai,Night,one,Afternoon,Hyderabad,Business,15.75,31,41064
459,Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Delhi,Business,17.0,34,56546
460,Vistara,UK-870,Hyderabad,Night,one,Morning,Bangalore,Economy,14.25,42,6776
461,Vistara,UK-657,Bangalore,Morning,one,Evening,Delhi,Business,5.0,47,45097
462,Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,13.25,27,8111
463,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,18.25,3,18135
464,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,12.58,43,50271
465,Vistara,UK-941,Delhi,Evening,one,Night,Chennai,Economy,6.33,13,11520
466,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,10.0,25,9807
467,GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.0,6,7424
468,Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Economy,9.33,47,7145
469,Vistara,UK-994,Mumbai,Morning,one,Evening,Hyderabad,Economy,9.5,5,12557
470,Vistara,UK-850,Bangalore,Evening,one,Night,Hyderabad,Business,25.0,20,37985
471,Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Business,6.83,37,58282
472,Air_India,AI-9745,Kolkata,Morning,one,Night,Delhi,Economy,9.33,41,4347
473,Indigo,6E-6111,Chennai,Morning,zero,Morning,Mumbai,Economy,1.92,4,7772
474,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,26,3001
475,AirAsia,I5-1569,Mumbai,Night,zero,Night,Bangalore,Economy,1.92,25,2124
476,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Business,23.58,43,41281
477,Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Economy,16.17,30,5519
478,Indigo,6E-6818,Mumbai,Evening,one,Late_Night,Chennai,Economy,5.67,44,1890
479,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,14.0,11,18667
480,Air_India,AI-804,Bangalore,Early_Morning,one,Evening,Chennai,Economy,12.83,43,6444
481,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.08,45,6578
482,Vistara,UK-953,Delhi,Night,one,Early_Morning,Bangalore,Economy,11.17,15,4272
483,Vistara,UK-878,Hyderabad,Afternoon,one,Early_Morning,Bangalore,Economy,18.92,28,5441
484,Vistara,UK-772,Kolkata,Morning,one,Night,Hyderabad,Economy,12.5,8,19014
485,GO_FIRST,G8-341,Mumbai,Night,one,Early_Morning,Kolkata,Economy,11.75,12,7412
486,Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Economy,26.75,19,10268
487,AirAsia,I5-784,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,18,5275
488,Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Business,24.33,27,44280
489,Air_India,AI-569,Chennai,Early_Morning,one,Night,Kolkata,Business,17.33,37,54481
490,Vistara,UK-986,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,12,5943
491,Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Economy,19.83,41,6262
492,Air_India,AI-501,Bangalore,Afternoon,one,Night,Kolkata,Business,9.0,42,60508
493,Vistara,UK-828,Chennai,Early_Morning,one,Morning,Bangalore,Economy,25.83,14,12276
494,Indigo,6E-7216,Chennai,Morning,one,Evening,Hyderabad,Economy,6.33,10,10387
495,Vistara,UK-850,Bangalore,Evening,one,Evening,Kolkata,Economy,24.0,31,6271
496,GO_FIRST,G8-422,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,27,2098
497,Vistara,UK-863,Mumbai,Morning,one,Night,Delhi,Business,13.33,46,53152
498,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,5.42,45,6067
499,Air_India,AI-809,Mumbai,Morning,one,Night,Kolkata,Business,12.33,29,49725
500,Air_India,AI-538,Chennai,Night,one,Morning,Kolkata,Business,12.67,41,67473
501,Air_India,AI-539,Chennai,Evening,one,Morning,Kolkata,Business,16.0,3,75933
502,Air_India,AI-526,Kolkata,Evening,one,Night,Mumbai,Business,4.92,2,44806
503,Air_India,AI-538,Chennai,Night,one,Evening,Bangalore,Economy,19.92,41,5888
504,Indigo,6E-5367,Chennai,Evening,one,Late_Night,Kolkata,Economy,6.75,7,10523
505,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Hyderabad,Economy,15.75,23,5632
506,Vistara,UK-772,Kolkata,Morning,one,Evening,Bangalore,Business,7.33,17,69311
507,GO_FIRST,G8-329,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,8.67,13,4262
508,Indigo,6E-2479,Delhi,Morning,one,Evening,Hyderabad,Economy,7.0,34,4815
509,Vistara,UK-878,Hyderabad,Afternoon,one,Night,Delhi,Economy,7.75,31,5656
510,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Morning,Kolkata,Economy,27.92,8,13688
511,Air_India,AI-808,Bangalore,Night,one,Night,Mumbai,Economy,24.25,19,6578
512,Air_India,AI-610,Bangalore,Evening,one,Afternoon,Kolkata,Economy,17.0,25,5007
513,Vistara,UK-890,Hyderabad,Evening,one,Morning,Kolkata,Economy,14.92,36,10478
514,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Business,7.17,13,57920
515,Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,Economy,10.0,28,6009
516,Air_India,AI-9925,Bangalore,Evening,one,Evening,Mumbai,Economy,23.08,4,10377
517,Vistara,UK-627,Delhi,Afternoon,two_or_more,Evening,Chennai,Economy,30.58,32,6692
518,Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Kolkata,Business,8.33,38,55377
519,Air_India,AI-610,Bangalore,Evening,one,Evening,Delhi,Economy,24.17,19,4294
520,Air_India,AI-806,Mumbai,Early_Morning,one,Night,Chennai,Business,15.58,38,49613
521,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,5.75,20,58315
522,Indigo,6E-512,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.42,24,6489
523,Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,Business,15.08,18,51875
524,Air_India,AI-808,Bangalore,Night,one,Afternoon,Chennai,Business,15.67,22,60396
525,Vistara,UK-822,Chennai,Morning,one,Evening,Delhi,Economy,10.0,42,5606
526,Indigo,6E-2248,Hyderabad,Afternoon,one,Night,Kolkata,Economy,7.0,25,6207
527,Air_India,AI-559,Hyderabad,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.58,13,13759
528,Vistara,UK-902,Mumbai,Afternoon,one,Morning,Kolkata,Business,16.83,25,62045
529,Air_India,AI-569,Chennai,Early_Morning,one,Morning,Bangalore,Economy,4.83,12,10608
530,Air_India,AI-840,Hyderabad,Night,one,Night,Kolkata,Economy,23.25,20,9135
531,Air_India,AI-9876,Bangalore,Afternoon,one,Morning,Chennai,Economy,19.67,38,5221
532,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Chennai,Economy,14.75,45,6412
533,Air_India,AI-526,Kolkata,Evening,one,Night,Delhi,Business,28.0,16,43910
534,Indigo,6E-905,Hyderabad,Afternoon,one,Night,Chennai,Economy,8.92,25,5986
535,Indigo,6E-6553,Hyderabad,Evening,one,Evening,Kolkata,Economy,3.5,37,4383
536,Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.5,5,9277
537,Vistara,UK-720,Kolkata,Early_Morning,one,Morning,Chennai,Economy,26.75,47,5660
538,Air_India,AI-619,Mumbai,Night,one,Night,Delhi,Economy,26.75,22,3819
539,GO_FIRST,G8-338,Delhi,Morning,one,Night,Chennai,Economy,11.83,13,7426
540,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Economy,15.5,11,12389
541,Indigo,6E-354,Mumbai,Afternoon,one,Night,Bangalore,Economy,8.0,19,4056
542,Vistara,UK-738,Kolkata,Evening,one,Morning,Bangalore,Economy,17.08,36,8111
543,Indigo,6E-6463,Mumbai,Early_Morning,one,Morning,Chennai,Economy,5.08,23,3543
544,Vistara,UK-851,Mumbai,Early_Morning,one,Night,Delhi,Business,13.33,45,53152
545,Air_India,AI-867,Mumbai,Night,one,Morning,Chennai,Economy,11.42,28,4417
546,Air_India,AI-9505,Bangalore,Morning,one,Night,Mumbai,Economy,14.08,11,8697
547,Air_India,AI-867,Mumbai,Night,one,Morning,Hyderabad,Business,13.0,28,45693
548,Air_India,AI-840,Hyderabad,Night,one,Evening,Kolkata,Business,22.33,21,51707
549,Vistara,UK-738,Kolkata,Evening,one,Evening,Mumbai,Economy,21.75,9,13103
550,Air_India,AI-542,Delhi,Morning,one,Early_Morning,Chennai,Economy,22.25,21,3306
551,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Business,6.5,3,77849
552,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Business,11.5,14,69244
553,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Business,25.08,11,45033
554,Vistara,UK-996,Mumbai,Evening,one,Evening,Chennai,Business,21.83,38,64173
555,Vistara,UK-621,Mumbai,Afternoon,one,Evening,Delhi,Economy,27.5,18,5015
556,Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Chennai,Business,12.42,36,71376
557,Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Business,20.42,24,56702
558,Air_India,AI-543,Hyderabad,Morning,one,Morning,Chennai,Business,21.58,14,51595
