Loan_ID,Gender,Married,Dependent_No,Education,Self_Employed,Applicant_Income,CoApplicant_Income,Loan_Amount,Loan_Amount_Term,Credit History,Property_District,Loan_Status
23328,Female,TRUE,3,Not Graduate,TRUE,76708,7643,60000,120,1,OCR,0
23329,Male,,1,Not Graduate,TRUE,53651,20083,30000,300,1,CCR,1
23330,Female,FALSE,0,Graduate,TRUE,53224,20101,50000,240,0,CCR,1
23331,Male,TRUE,4,Graduate,TRUE,28264,25464,50000,120,0,OCR,0
23332,Female,FALSE,4,Graduate,FALSE,84844,8203,50000,120,1,OCR,1
23333,Male,FALSE,2,Not Graduate,FALSE,16676,26693,50000,180,1,CCR,1
23334,Female,TRUE,3,Graduate,FALSE,99609,22933,40000,300,1,OCR,1
23335,Female,TRUE,3,Graduate,TRUE,8177,14148,20000,360,1,OCR,0
23336,Male,TRUE,3,Not Graduate,FALSE,61662,22316,40000,60,1,RCR,1
23337,Male,TRUE,3,Not Graduate,TRUE,34671,21905,10000,120,1,OCR,0
23338,Male,TRUE,4,Graduate,TRUE,90743,46671,30000,360,0,OCR,1
23339,Female,TRUE,4,Graduate,FALSE,72771,33496,10000,240,1,RCR,1
23340,Female,FALSE,0,Graduate,TRUE,14636,5028,20000,60,0,OCR,0
23341,Female,FALSE,3,Not Graduate,FALSE,89528,24697,50000,60,1,CCR,1
23342,Male,TRUE,0,Graduate,FALSE,62849,33970,30000,300,1,OCR,1
23343,Male,FALSE,2,Graduate,TRUE,21609,40500,20000,360,1,OCR,0
23344,Female,TRUE,1,Not Graduate,TRUE,89806,,60000,240,1,RCR,1
23345,Female,FALSE,3,Graduate,FALSE,54711,34297,60000,360,1,RCR,1
23346,Female,TRUE,1,Not Graduate,TRUE,24240,41680,20000,60,0,RCR,1
23347,Male,FALSE,2,,TRUE,31531,30739,10000,120,1,RCR,0
23348,Female,FALSE,2,Graduate,FALSE,99857,14443,20000,240,1,RCR,1
23349,Male,FALSE,2,Graduate,TRUE,3612,10805,50000,360,1,RCR,1
23350,Female,TRUE,2,Graduate,TRUE,72012,,40000,360,1,RCR,1
23351,Female,FALSE,4,Graduate,TRUE,81343,10087,60000,180,1,RCR,1
23352,Male,FALSE,0,Not Graduate,TRUE,91573,9452,60000,360,1,OCR,1
23353,Female,FALSE,1,Graduate,FALSE,17620,27875,50000,60,1,OCR,0
23354,Female,FALSE,2,Not Graduate,FALSE,46924,38535,30000,360,0,RCR,1
23355,Female,TRUE,2,Not Graduate,TRUE,7289,2028,10000,120,1,OCR,1
23356,Male,FALSE,4,Not Graduate,FALSE,28906,8123,20000,360,1,RCR,0
23357,Male,FALSE,4,Not Graduate,FALSE,87052,41417,60000,300,1,CCR,1
23358,Male,TRUE,0,Not Graduate,TRUE,86570,40179,50000,180,1,OCR,1
23359,Female,FALSE,1,Not Graduate,TRUE,86317,34972,30000,240,1,RCR,1
23360,Female,FALSE,2,Not Graduate,TRUE,27633,38985,60000,60,1,CCR,1
23361,Female,TRUE,3,Not Graduate,FALSE,66091,6705,30000,240,0,OCR,1
23362,Female,FALSE,1,Not Graduate,TRUE,46720,40225,30000,300,0,OCR,1
23363,,TRUE,0,Graduate,TRUE,5258,,50000,120,1,OCR,1
23364,Male,TRUE,4,Graduate,FALSE,36584,,30000,180,1,RCR,1
23365,Male,TRUE,2,Graduate,TRUE,74639,27684,50000,180,1,OCR,0
23366,Male,FALSE,3,Not Graduate,FALSE,15392,27056,40000,240,1,OCR,1
23367,Male,TRUE,2,Graduate,TRUE,61595,29031,40000,180,1,CCR,1
23368,Male,TRUE,3,Not Graduate,TRUE,80650,42881,30000,360,1,OCR,1
23369,Female,FALSE,4,Graduate,TRUE,83433,45515,40000,360,1,OCR,1
23370,Male,TRUE,0,Graduate,FALSE,97833,13234,60000,240,0,OCR,1
23371,Male,TRUE,1,,TRUE,93451,4337,50000,120,1,CCR,1
23372,Male,TRUE,3,Not Graduate,TRUE,13150,38507,20000,60,0,OCR,1
23373,Male,FALSE,2,Not Graduate,TRUE,31045,49230,40000,360,0,OCR,1
23374,Male,TRUE,4,Not Graduate,FALSE,34622,,50000,60,1,OCR,0
23375,Male,TRUE,4,Not Graduate,TRUE,1358,8813,60000,120,1,RCR,1
23376,Male,FALSE,1,Graduate,TRUE,61426,15280,30000,120,1,CCR,1
23377,Male,TRUE,3,Not Graduate,TRUE,52084,11068,60000,60,1,OCR,1
23378,Female,FALSE,2,Graduate,TRUE,61207,31950,30000,120,0,CCR,1
23379,Male,TRUE,4,Not Graduate,TRUE,37762,21687,30000,360,1,CCR,1
23380,Female,TRUE,4,Not Graduate,FALSE,47587,,30000,60,1,CCR,1
23381,Male,FALSE,4,Graduate,TRUE,90353,25597,40000,60,1,RCR,1
23382,Male,TRUE,3,Graduate,TRUE,56820,36586,10000,180,1,CCR,1
23383,Female,TRUE,3,Graduate,TRUE,23422,20585,30000,240,1,CCR,1
23384,Female,FALSE,3,Not Graduate,TRUE,84807,5141,50000,180,0,CCR,1
23385,Male,TRUE,0,,TRUE,20647,29607,20000,120,1,CCR,0
23386,Male,FALSE,1,Not Graduate,TRUE,3147,29155,60000,60,1,OCR,0
23387,Male,TRUE,4,Not Graduate,FALSE,23770,17174,10000,360,1,OCR,0
23388,Female,FALSE,3,Not Graduate,TRUE,49049,46997,40000,360,1,CCR,1
23389,Male,TRUE,4,,FALSE,31979,2235,60000,120,1,OCR,1
23390,Male,TRUE,2,Graduate,TRUE,2704,45090,20000,300,1,RCR,0
23391,Male,TRUE,2,Not Graduate,TRUE,74049,25286,50000,360,1,OCR,1
23392,Male,FALSE,4,Graduate,TRUE,42989,3963,50000,180,1,RCR,1
23393,Male,FALSE,1,Graduate,FALSE,42801,34895,40000,60,1,OCR,1
23394,Male,TRUE,4,Not Graduate,TRUE,27918,39153,20000,60,1,OCR,0
23395,Male,TRUE,1,Not Graduate,FALSE,14506,16574,20000,120,1,RCR,1
23396,Male,TRUE,1,Not Graduate,TRUE,37139,29394,50000,60,1,OCR,1
23397,Male,FALSE,3,Not Graduate,FALSE,15807,,60000,120,1,OCR,1
23398,Female,TRUE,0,Not Graduate,FALSE,48443,39132,30000,120,1,OCR,1
23399,Female,FALSE,4,Graduate,TRUE,79015,12636,30000,180,1,CCR,0
23400,Female,FALSE,4,,TRUE,89225,,60000,180,0,CCR,1
23401,Male,FALSE,4,Graduate,TRUE,15903,46651,30000,300,1,OCR,0
23402,,TRUE,2,Not Graduate,TRUE,6762,30656,30000,360,1,RCR,1
23403,Female,FALSE,1,Not Graduate,TRUE,60575,49438,50000,120,1,CCR,0
23404,Male,,2,Graduate,TRUE,60762,1731,40000,60,1,OCR,1
23405,Male,FALSE,0,Graduate,FALSE,86034,31019,20000,360,1,OCR,1
23406,Male,TRUE,4,Not Graduate,FALSE,38083,45893,10000,300,1,OCR,1
23407,Male,FALSE,0,Graduate,TRUE,78101,49282,30000,60,1,OCR,1
23408,Male,FALSE,1,Graduate,FALSE,81051,28560,40000,300,1,OCR,1
23409,Female,FALSE,3,Not Graduate,FALSE,25272,41731,50000,300,1,RCR,1
23410,Female,FALSE,4,Graduate,TRUE,24657,33687,40000,300,0,RCR,0
23411,Male,TRUE,0,Graduate,TRUE,84325,31139,50000,120,1,OCR,0
23412,Female,,3,Not Graduate,TRUE,59000,21905,60000,360,0,OCR,1
23413,Male,FALSE,1,Graduate,FALSE,62704,22623,60000,300,1,OCR,1
23414,Female,TRUE,1,Not Graduate,FALSE,39463,16864,40000,120,1,OCR,0
23415,Male,TRUE,2,Not Graduate,FALSE,37511,11596,20000,300,0,RCR,0
23416,Male,FALSE,3,Not Graduate,TRUE,28426,31027,60000,300,0,OCR,1
23417,Male,FALSE,3,Not Graduate,FALSE,23272,35283,40000,120,1,OCR,1
23418,Female,TRUE,4,Not Graduate,FALSE,95641,49826,60000,120,1,RCR,1
23419,Male,TRUE,3,Not Graduate,FALSE,83580,20597,20000,240,1,OCR,1
23420,Male,FALSE,2,Not Graduate,TRUE,14590,16291,30000,240,1,CCR,0
23421,Male,FALSE,1,Not Graduate,FALSE,82433,12191,20000,240,1,RCR,0
23422,Female,,4,Not Graduate,FALSE,29344,8189,60000,300,0,OCR,1
23423,Female,TRUE,1,Graduate,TRUE,15255,,60000,360,1,OCR,1
23424,Female,TRUE,4,Not Graduate,FALSE,89172,40305,20000,360,1,OCR,1
23425,Male,FALSE,0,Not Graduate,TRUE,40990,,40000,240,1,OCR,1
23426,Female,TRUE,0,Not Graduate,FALSE,98292,15545,10000,180,1,RCR,0
23427,Male,TRUE,2,Not Graduate,TRUE,53858,36059,30000,300,0,OCR,0
23428,Male,TRUE,2,Graduate,TRUE,54069,,60000,120,1,OCR,0
23429,Male,FALSE,0,Graduate,FALSE,70685,,20000,300,1,CCR,0
23430,Male,FALSE,0,Graduate,TRUE,47915,,20000,300,0,OCR,1
23431,Male,FALSE,3,Graduate,TRUE,20982,44554,10000,360,0,OCR,0
23432,Male,FALSE,4,Not Graduate,TRUE,56456,48467,30000,300,0,OCR,1
23433,Female,TRUE,4,Not Graduate,TRUE,47080,21565,50000,300,1,OCR,0
23434,Female,TRUE,1,Graduate,TRUE,46375,38505,50000,120,1,OCR,1
23435,Male,FALSE,3,Graduate,FALSE,21163,25232,30000,60,0,OCR,1
23436,Male,TRUE,4,Graduate,TRUE,99652,17454,10000,360,1,OCR,1
23437,Male,FALSE,2,Graduate,TRUE,78434,8942,10000,180,0,OCR,0
23438,Male,FALSE,3,Graduate,FALSE,57805,43498,40000,240,0,RCR,1
23439,Male,FALSE,4,Not Graduate,TRUE,13175,4314,40000,300,1,OCR,0
23440,Female,TRUE,2,Not Graduate,TRUE,52476,23726,50000,180,1,OCR,1
23441,Female,TRUE,3,Graduate,TRUE,68100,4868,20000,360,0,RCR,1
23442,Male,FALSE,2,Not Graduate,TRUE,60126,,60000,240,1,OCR,1
23443,Female,FALSE,0,Not Graduate,TRUE,92868,8755,20000,60,1,CCR,1
23444,Female,FALSE,1,Not Graduate,FALSE,99874,47110,10000,60,0,CCR,1
23445,Male,TRUE,1,Graduate,TRUE,54400,34610,50000,360,0,OCR,1
23446,Female,FALSE,2,,TRUE,86325,46686,10000,180,1,OCR,1
23447,Female,TRUE,2,Graduate,TRUE,38206,1971,10000,300,0,RCR,1
23448,Male,TRUE,3,Not Graduate,TRUE,80246,,60000,120,1,RCR,1
23449,Male,FALSE,1,Graduate,TRUE,2409,22364,10000,180,1,RCR,1
23450,Male,FALSE,4,Graduate,TRUE,59646,14873,60000,300,1,OCR,1
23451,Male,FALSE,1,Graduate,TRUE,17893,20008,30000,60,1,RCR,1
23452,Male,TRUE,1,Not Graduate,FALSE,72173,12870,60000,240,1,OCR,1
23453,Male,FALSE,3,Not Graduate,TRUE,50882,,40000,360,1,RCR,0
23454,Female,TRUE,3,Not Graduate,FALSE,67724,45084,40000,360,1,OCR,1
23455,Male,TRUE,3,Not Graduate,TRUE,21076,22341,10000,60,1,CCR,1
23456,Male,TRUE,1,Graduate,TRUE,99413,1478,40000,360,1,OCR,1
23457,Male,TRUE,4,Not Graduate,TRUE,83983,1002,50000,300,1,RCR,1
23458,Male,FALSE,2,Not Graduate,FALSE,12365,4976,40000,60,1,CCR,1
23459,Male,TRUE,4,Not Graduate,FALSE,81911,43802,40000,240,0,OCR,1
23460,Female,TRUE,4,Graduate,TRUE,44671,20212,10000,240,0,RCR,1
23461,,FALSE,1,Not Graduate,TRUE,96479,22849,20000,300,1,RCR,1
23462,Male,TRUE,4,Graduate,FALSE,80539,22476,20000,240,1,CCR,0
23463,Female,FALSE,2,Not Graduate,TRUE,14501,24717,20000,300,1,OCR,0
23464,Female,TRUE,0,Graduate,TRUE,38368,36093,50000,120,0,OCR,1
23465,Female,TRUE,0,Not Graduate,TRUE,25609,4329,50000,180,0,OCR,1
23466,Male,TRUE,4,Not Graduate,FALSE,81665,,40000,180,1,OCR,1
23467,Male,TRUE,0,Graduate,TRUE,90838,,50000,360,1,OCR,1
23468,Male,TRUE,4,Not Graduate,FALSE,49069,47373,30000,360,1,OCR,0
23469,Female,FALSE,2,Not Graduate,TRUE,58886,2003,50000,120,1,OCR,1
23470,Female,TRUE,1,,TRUE,21557,31157,40000,240,1,OCR,1
23471,Male,TRUE,2,Not Graduate,FALSE,29145,9673,20000,60,1,OCR,1
23472,Male,FALSE,0,Not Graduate,TRUE,11120,1536,20000,180,0,OCR,0
23473,Male,FALSE,2,Not Graduate,TRUE,87662,7952,10000,60,1,OCR,0
23474,Male,FALSE,0,Not Graduate,FALSE,61922,16113,40000,300,0,OCR,1
23475,Female,FALSE,3,Not Graduate,FALSE,59562,6032,30000,360,0,OCR,1
23476,Male,FALSE,1,Not Graduate,FALSE,46466,,20000,60,1,RCR,1
23477,Female,TRUE,2,Not Graduate,TRUE,50523,6551,60000,180,0,OCR,0
23478,Male,FALSE,4,Not Graduate,TRUE,85264,1171,50000,120,1,CCR,1
23479,Male,TRUE,3,Not Graduate,TRUE,86068,3094,40000,60,1,OCR,1
23480,Male,FALSE,2,Graduate,TRUE,17221,40258,60000,60,1,CCR,1
23481,Male,FALSE,2,Not Graduate,FALSE,60380,24202,10000,300,1,CCR,1
23482,Male,TRUE,2,Graduate,TRUE,40840,35348,40000,300,0,CCR,1
23483,Male,TRUE,4,Not Graduate,FALSE,5997,12244,20000,180,1,RCR,1
23484,Male,TRUE,4,Not Graduate,TRUE,16777,,50000,60,1,OCR,1
23485,Female,,2,Not Graduate,FALSE,40280,10559,60000,360,0,OCR,1
23486,Female,FALSE,3,Not Graduate,TRUE,12091,23133,10000,360,1,OCR,0
23487,Male,FALSE,1,Not Graduate,TRUE,28912,38795,10000,300,1,CCR,1
23488,Male,FALSE,1,Graduate,TRUE,34259,47027,10000,300,1,OCR,1
23489,Male,FALSE,0,Not Graduate,FALSE,52260,19185,60000,360,1,RCR,0
23490,Male,TRUE,2,Not Graduate,TRUE,31562,26384,50000,240,1,OCR,1
23491,Male,TRUE,3,Not Graduate,TRUE,31228,17924,60000,300,1,CCR,0
23492,Male,FALSE,2,Not Graduate,TRUE,97450,34842,30000,120,0,RCR,1
23493,Female,FALSE,3,Not Graduate,FALSE,9095,20041,10000,300,1,RCR,0
23494,Male,FALSE,2,Not Graduate,TRUE,45753,49338,50000,360,1,CCR,0
23495,Female,TRUE,2,Graduate,TRUE,77900,5863,60000,180,1,OCR,1
23496,Male,FALSE,1,Graduate,TRUE,73100,17765,50000,180,1,OCR,1
23497,Female,,2,Not Graduate,FALSE,85094,18679,30000,300,0,OCR,1
23498,Female,TRUE,0,Graduate,TRUE,10438,27734,30000,300,1,OCR,1
23499,Female,FALSE,4,Not Graduate,FALSE,55558,16036,40000,360,0,CCR,1
23500,Male,FALSE,2,Not Graduate,FALSE,63363,36406,10000,180,1,OCR,1
23501,Female,TRUE,2,Graduate,FALSE,46613,1438,20000,60,1,OCR,0
23502,Male,TRUE,0,Graduate,TRUE,80223,24815,20000,120,1,OCR,1
23503,Male,TRUE,1,Not Graduate,FALSE,37564,20455,40000,120,1,RCR,1
23504,Male,FALSE,1,Graduate,TRUE,21855,28119,40000,180,0,OCR,1
23505,Male,FALSE,0,Not Graduate,TRUE,89004,13396,30000,60,1,OCR,0
23506,Female,FALSE,3,Not Graduate,TRUE,37694,46323,10000,360,0,OCR,1
23507,Male,TRUE,3,Not Graduate,FALSE,19711,25535,20000,240,1,RCR,0
23508,Female,TRUE,1,Not Graduate,TRUE,20761,24198,50000,180,0,OCR,0
23509,Male,TRUE,4,Graduate,FALSE,55948,44854,20000,60,0,CCR,1
23510,Male,FALSE,4,Not Graduate,FALSE,85028,7039,20000,240,1,OCR,0
23511,Male,TRUE,4,Graduate,TRUE,99526,35703,50000,360,1,OCR,0
23512,Male,FALSE,3,Not Graduate,FALSE,18567,25174,60000,360,0,RCR,1
23513,Male,TRUE,1,Graduate,FALSE,69706,46666,60000,360,0,CCR,1
23514,Male,TRUE,4,Not Graduate,TRUE,51646,47706,40000,120,1,RCR,1
23515,Male,FALSE,0,Not Graduate,FALSE,3485,5227,10000,120,1,RCR,1
23516,Female,FALSE,3,Graduate,TRUE,60811,35155,60000,300,1,OCR,0
23517,Male,TRUE,0,Graduate,FALSE,28775,7669,50000,120,0,RCR,0
23518,Male,FALSE,1,Graduate,TRUE,90516,41971,20000,120,0,RCR,1
23519,Female,FALSE,3,Not Graduate,FALSE,29330,38891,60000,360,0,RCR,1
23520,Male,TRUE,0,Not Graduate,TRUE,50309,32768,60000,240,0,RCR,1
23521,Male,TRUE,3,,FALSE,8569,,10000,60,1,RCR,1
23522,Male,FALSE,3,Not Graduate,FALSE,12555,28748,50000,240,1,OCR,0
23523,Male,TRUE,1,Not Graduate,TRUE,77636,5473,50000,300,1,OCR,1
23524,Male,FALSE,0,Graduate,FALSE,13160,4834,40000,60,1,OCR,1
23525,Male,TRUE,3,Not Graduate,TRUE,81382,,30000,240,1,OCR,1
23526,Male,,4,Not Graduate,FALSE,54736,39520,30000,180,1,OCR,1
23527,Male,FALSE,0,Not Graduate,TRUE,18352,23086,20000,360,0,OCR,0
23528,Female,FALSE,2,,FALSE,66516,31842,40000,120,1,OCR,1
23529,Male,FALSE,4,,TRUE,87805,22498,20000,180,0,CCR,1
23530,Male,FALSE,2,Graduate,TRUE,90995,32434,50000,240,1,RCR,0
23531,Male,FALSE,2,Not Graduate,FALSE,3090,17677,30000,360,1,RCR,1
23532,Male,TRUE,1,Graduate,FALSE,79916,44793,50000,180,1,RCR,1
23533,Male,FALSE,0,Not Graduate,FALSE,90872,35679,30000,240,1,OCR,1
23534,Female,FALSE,1,Graduate,TRUE,68547,42906,50000,180,1,OCR,1
23535,Male,FALSE,0,Not Graduate,FALSE,90712,14906,10000,120,1,CCR,0
23536,Male,TRUE,0,Not Graduate,FALSE,22889,1628,50000,240,1,OCR,0
23537,Male,FALSE,4,Graduate,FALSE,32652,19816,60000,300,1,CCR,0
23538,Female,TRUE,2,Not Graduate,FALSE,74532,14618,30000,240,1,RCR,1
23539,Female,TRUE,2,Not Graduate,TRUE,62474,18960,20000,300,1,OCR,0
23540,Female,FALSE,4,Graduate,FALSE,1605,19673,50000,120,0,RCR,1
23541,Male,FALSE,4,Not Graduate,TRUE,94234,47246,40000,300,1,RCR,1
23542,Female,FALSE,1,Graduate,FALSE,46097,46529,20000,180,1,OCR,0
23543,Male,FALSE,3,,FALSE,72076,47079,30000,60,1,OCR,1
23544,Female,TRUE,4,Not Graduate,FALSE,83965,49212,30000,360,1,CCR,1
23545,Male,FALSE,2,Graduate,FALSE,12417,17180,20000,240,1,CCR,1
23546,Male,FALSE,2,Not Graduate,TRUE,11584,46653,30000,180,0,OCR,1
23547,Male,FALSE,3,Not Graduate,TRUE,12286,9433,50000,360,0,RCR,1
23548,Male,,4,Not Graduate,FALSE,54444,19372,50000,240,1,CCR,1
23549,Female,TRUE,0,Graduate,FALSE,46205,36286,60000,120,1,RCR,1
23550,Male,FALSE,0,Not Graduate,TRUE,42136,,60000,300,1,OCR,0
23551,Female,TRUE,1,Not Graduate,FALSE,60736,18326,60000,60,1,OCR,1
23552,Female,TRUE,1,Graduate,FALSE,24322,30749,50000,60,1,OCR,1
23553,Male,TRUE,3,,FALSE,56256,8523,50000,300,1,RCR,1
23554,Male,TRUE,3,Not Graduate,FALSE,4338,38973,30000,240,0,OCR,1
23555,Male,TRUE,2,Not Graduate,TRUE,79393,5516,60000,360,0,OCR,1
23556,Male,FALSE,0,Graduate,FALSE,41570,27197,30000,120,0,OCR,1
23557,Male,FALSE,1,Graduate,TRUE,93903,,10000,60,1,RCR,1
23558,Male,FALSE,2,Graduate,TRUE,28318,13315,40000,300,1,RCR,1
23559,Male,FALSE,3,Not Graduate,FALSE,75992,,60000,300,1,OCR,1
23560,Female,TRUE,2,Graduate,FALSE,57055,22712,10000,60,1,CCR,1
23561,Male,TRUE,1,Graduate,FALSE,13969,21444,10000,60,0,OCR,0
23562,Female,FALSE,2,,TRUE,25459,2446,40000,360,0,OCR,1
23563,Female,TRUE,1,Not Graduate,TRUE,26958,41550,30000,120,1,OCR,1
23564,Male,FALSE,1,Graduate,FALSE,41447,40910,10000,60,0,OCR,1
23565,Female,TRUE,4,Graduate,FALSE,11904,48892,40000,360,0,OCR,0
23566,Male,TRUE,0,,FALSE,48141,34106,40000,240,0,CCR,1
23567,Male,TRUE,2,Graduate,TRUE,27788,21279,40000,360,0,OCR,1
23568,Male,FALSE,3,Not Graduate,FALSE,98560,26029,60000,240,0,CCR,0
23569,Male,FALSE,0,Graduate,FALSE,39242,3287,50000,240,1,OCR,1
23570,Male,TRUE,3,Graduate,FALSE,10561,9694,40000,240,1,OCR,0
23571,Male,FALSE,1,Graduate,TRUE,74891,15578,20000,120,0,CCR,1
23572,Male,TRUE,2,Not Graduate,FALSE,4882,13544,40000,300,0,OCR,1
23573,Male,TRUE,3,Not Graduate,FALSE,69850,27234,20000,300,1,OCR,1
23574,Male,FALSE,3,Graduate,TRUE,70435,12593,50000,180,0,OCR,1
23575,Male,FALSE,0,Graduate,FALSE,47811,40474,40000,300,1,OCR,1
23576,Male,TRUE,3,Not Graduate,TRUE,62460,12549,40000,240,1,CCR,1
23577,Male,TRUE,1,Not Graduate,TRUE,47115,49020,60000,180,0,RCR,0
23578,Male,TRUE,2,,TRUE,60320,,20000,120,0,OCR,1
23579,Male,FALSE,2,,TRUE,79800,2402,60000,120,1,OCR,1
23580,Male,TRUE,3,Not Graduate,TRUE,85177,21876,10000,360,1,OCR,0
23581,Female,FALSE,1,Graduate,FALSE,95529,13365,50000,360,1,OCR,1
23582,Male,TRUE,4,Graduate,TRUE,68823,2181,50000,360,1,OCR,1
23583,Male,FALSE,2,Graduate,FALSE,88621,14464,30000,240,1,CCR,1
23584,Female,TRUE,1,,TRUE,48056,20527,30000,240,1,OCR,1
23585,Female,TRUE,4,Not Graduate,TRUE,28909,24666,30000,300,1,CCR,1
23586,Female,FALSE,1,Graduate,FALSE,91301,3205,20000,60,1,CCR,1
23587,Female,TRUE,4,Graduate,FALSE,77338,27875,30000,360,1,OCR,1
23588,Male,FALSE,1,Graduate,TRUE,74374,21226,30000,120,1,CCR,0
23589,Male,TRUE,4,Graduate,TRUE,84527,21177,60000,180,0,CCR,1
23590,Male,FALSE,0,Graduate,FALSE,71288,34301,50000,240,1,OCR,1
23591,Male,TRUE,3,Graduate,TRUE,42302,28249,20000,180,0,OCR,1
23592,Female,FALSE,1,,FALSE,81824,34006,30000,360,1,RCR,1
23593,Female,TRUE,0,Not Graduate,TRUE,31915,49158,60000,120,1,OCR,1
23594,Male,FALSE,0,Graduate,TRUE,42163,21967,40000,300,1,OCR,1
23595,Male,TRUE,4,Not Graduate,FALSE,81180,35543,10000,240,1,CCR,1
23596,Male,TRUE,1,Graduate,TRUE,81057,2802,50000,300,0,CCR,1
23597,Male,FALSE,4,Graduate,FALSE,61414,14081,40000,360,1,RCR,1
23598,Male,TRUE,1,Not Graduate,TRUE,43447,30731,40000,180,0,OCR,1
23599,Female,TRUE,3,Not Graduate,FALSE,54073,41023,60000,360,1,CCR,1
23600,Male,FALSE,1,Graduate,TRUE,25100,42698,60000,300,1,CCR,1
23601,Female,TRUE,4,Graduate,TRUE,24487,43180,40000,360,0,OCR,1
23602,Female,FALSE,0,Graduate,TRUE,39471,36450,40000,120,0,OCR,0
23603,Male,TRUE,4,Not Graduate,TRUE,81997,12944,30000,360,1,OCR,0
23604,Male,TRUE,2,Graduate,TRUE,45438,20251,50000,300,1,OCR,1
23605,Female,TRUE,0,Graduate,TRUE,9052,19399,20000,240,1,OCR,1
23606,Female,FALSE,3,Not Graduate,FALSE,32574,33424,20000,360,0,RCR,1
23607,,FALSE,2,Not Graduate,TRUE,1340,47487,20000,120,1,CCR,0
23608,Female,TRUE,0,Graduate,FALSE,99413,35703,20000,120,1,CCR,1
23609,Female,FALSE,0,Not Graduate,TRUE,67444,8985,60000,180,0,OCR,0
23610,Female,FALSE,3,Not Graduate,TRUE,18051,18165,30000,360,1,CCR,0
23611,Male,TRUE,4,Graduate,TRUE,92370,36704,10000,360,1,OCR,0
23612,Male,TRUE,1,Not Graduate,FALSE,81612,5054,20000,240,1,OCR,0
23613,Male,FALSE,1,Graduate,TRUE,47951,29812,40000,120,1,OCR,1
23614,Female,FALSE,4,Not Graduate,FALSE,63861,22310,20000,60,1,CCR,0
23615,Male,TRUE,0,Graduate,TRUE,85089,49960,30000,240,1,OCR,1
23616,Male,FALSE,0,Graduate,TRUE,11831,2835,20000,60,1,OCR,0
23617,Female,TRUE,0,Not Graduate,TRUE,95015,25583,60000,60,1,CCR,1
23618,Female,FALSE,2,Graduate,TRUE,47911,,20000,240,1,OCR,0
23619,,,1,Not Graduate,FALSE,30522,12194,20000,240,0,CCR,1
23620,Female,TRUE,3,Graduate,TRUE,98879,40759,40000,360,1,OCR,1
23621,Male,FALSE,0,Graduate,FALSE,87241,48413,30000,300,0,OCR,0
23622,Female,FALSE,2,Not Graduate,FALSE,19662,22024,60000,180,0,OCR,1
23623,Female,TRUE,4,Graduate,TRUE,79397,10548,50000,240,0,OCR,1
23624,Female,TRUE,4,Not Graduate,FALSE,69094,31581,20000,120,0,CCR,1
23625,Male,TRUE,3,Not Graduate,TRUE,11952,14047,10000,120,0,CCR,1
23626,Male,,3,Not Graduate,FALSE,79916,32094,30000,360,1,RCR,1
23627,Male,FALSE,4,Not Graduate,TRUE,56153,10476,50000,60,1,OCR,0
23628,Male,FALSE,0,Graduate,FALSE,88492,12103,30000,300,0,CCR,1
23629,Male,FALSE,1,Not Graduate,FALSE,23928,34360,10000,120,1,OCR,1
23630,Male,TRUE,1,Graduate,TRUE,85094,9560,40000,180,0,RCR,1
23631,Male,FALSE,0,,TRUE,95837,35618,30000,180,1,CCR,0
23632,Male,FALSE,4,Graduate,FALSE,30558,26450,10000,240,1,OCR,0
23633,Female,TRUE,4,Graduate,TRUE,91074,10837,60000,240,0,RCR,0
23634,Male,FALSE,1,Not Graduate,FALSE,50909,7989,50000,180,1,OCR,1
23635,Female,TRUE,1,Not Graduate,FALSE,67221,49430,50000,180,1,OCR,0
23636,Female,TRUE,4,Not Graduate,TRUE,38301,19638,50000,240,1,RCR,1
23637,Male,FALSE,2,Not Graduate,TRUE,43349,24324,50000,240,0,OCR,1
23638,Male,FALSE,4,Not Graduate,TRUE,74596,18157,30000,180,1,OCR,0
23639,Male,FALSE,3,Graduate,TRUE,62674,41100,50000,360,1,OCR,1
23640,Male,FALSE,0,Not Graduate,FALSE,96349,44903,10000,360,0,RCR,1
23641,Female,FALSE,1,Graduate,TRUE,37861,34799,30000,180,1,CCR,1
23642,Male,FALSE,3,Not Graduate,FALSE,11887,36982,40000,120,1,OCR,1
23643,Female,FALSE,4,Not Graduate,FALSE,82141,30222,60000,300,1,OCR,1
23644,Male,FALSE,1,Not Graduate,FALSE,67212,8162,50000,180,0,OCR,1
23645,Male,TRUE,1,Graduate,TRUE,57925,32222,10000,180,1,RCR,1
23646,Female,FALSE,2,Not Graduate,FALSE,28040,20057,40000,360,1,CCR,1
23647,Male,FALSE,1,Not Graduate,TRUE,14200,47387,40000,240,1,RCR,0
23648,Female,TRUE,1,Not Graduate,FALSE,96231,7766,10000,60,1,OCR,0
23649,Male,FALSE,2,Graduate,FALSE,23912,47283,20000,240,1,OCR,0
23650,Male,TRUE,3,Not Graduate,TRUE,20364,34055,60000,300,1,OCR,1
23651,Male,TRUE,1,Not Graduate,FALSE,54352,41988,50000,60,1,CCR,1
23652,Female,TRUE,2,Not Graduate,FALSE,77556,38916,10000,180,1,OCR,1
23653,Male,FALSE,0,Not Graduate,TRUE,60980,36192,30000,360,1,OCR,0
23654,Male,TRUE,3,Not Graduate,FALSE,51397,31070,10000,120,1,OCR,0
