id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
219,Female,Loyal Customer,11,Personal Travel,Eco,1504,1,4,1,2,4,1,4,4,2,4,3,2,3,4,0,0.0,0
220,Female,Loyal Customer,32,Business travel,Business,1706,0,5,0,4,2,2,2,2,3,3,4,5,5,2,0,0.0,1
221,Female,Loyal Customer,55,Business travel,Business,1987,1,1,1,1,2,4,4,3,3,3,3,5,3,4,0,0.0,1
222,Male,disloyal Customer,23,Business travel,Eco,1199,2,2,2,2,1,2,1,1,1,2,4,5,2,1,0,1.0,0
223,Male,Loyal Customer,47,Business travel,Business,529,1,1,1,1,2,4,5,5,5,5,5,5,5,4,0,0.0,1
224,Male,Loyal Customer,32,Personal Travel,Eco,544,2,5,2,4,3,2,3,3,1,1,3,1,1,3,0,0.0,0
225,Male,Loyal Customer,57,Personal Travel,Eco,666,4,2,4,3,2,4,1,2,4,1,3,2,4,2,6,2.0,0
226,Male,disloyal Customer,72,Business travel,Eco,1332,1,1,1,4,2,1,2,2,4,2,3,2,4,2,21,13.0,0
227,Female,disloyal Customer,24,Business travel,Eco,1428,3,3,3,4,1,3,1,1,4,3,5,3,4,1,19,0.0,0
228,Male,Loyal Customer,34,Business travel,Eco Plus,861,5,2,2,2,5,5,5,5,2,5,3,3,5,5,89,73.0,1
229,Female,Loyal Customer,21,Business travel,Business,2260,2,2,2,2,2,2,2,2,3,1,4,4,3,2,0,0.0,0
230,Male,Loyal Customer,61,Personal Travel,Eco Plus,402,4,5,5,5,3,5,4,3,3,3,4,3,4,3,0,0.0,1
231,Male,Loyal Customer,41,Business travel,Business,1586,1,1,1,1,2,5,4,3,3,4,3,4,3,3,15,7.0,1
232,Male,Loyal Customer,37,Business travel,Eco Plus,521,4,5,5,5,4,4,4,4,5,3,1,5,1,4,0,0.0,1
233,Male,Loyal Customer,29,Business travel,Business,1426,3,1,1,1,3,4,3,3,3,4,3,1,3,3,0,0.0,0
234,Male,Loyal Customer,37,Business travel,Business,2984,2,1,1,1,4,2,1,3,3,3,2,2,3,2,72,109.0,0
235,Male,Loyal Customer,47,Business travel,Business,895,3,3,3,3,4,4,5,5,5,5,5,4,5,5,0,0.0,1
236,Male,Loyal Customer,25,Business travel,Business,1506,2,2,2,2,4,4,4,4,5,5,5,5,4,4,23,12.0,1
237,Male,Loyal Customer,40,Business travel,Business,404,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0.0,1
238,Female,Loyal Customer,19,Personal Travel,Eco,674,3,5,2,1,4,2,3,4,4,3,4,3,4,4,0,0.0,0
239,Female,Loyal Customer,54,Business travel,Business,1846,1,1,1,1,3,4,4,4,4,4,4,3,4,4,9,0.0,1
240,Female,Loyal Customer,57,Business travel,Business,1846,5,5,4,5,5,5,4,5,5,5,5,5,5,4,32,48.0,1
241,Female,Loyal Customer,67,Personal Travel,Eco,2381,3,2,2,3,5,3,3,1,1,2,1,2,1,4,85,61.0,0
242,Female,disloyal Customer,37,Business travel,Eco,448,3,5,3,2,4,3,1,4,3,1,1,2,3,4,31,25.0,0
243,Male,Loyal Customer,34,Personal Travel,Eco,1874,4,5,4,4,2,4,2,2,5,2,1,5,3,2,0,0.0,0
244,Male,Loyal Customer,24,Personal Travel,Eco,972,1,4,1,1,4,1,4,4,5,2,5,4,4,4,21,16.0,0
245,Male,Loyal Customer,29,Business travel,Business,563,5,5,5,5,4,5,4,4,3,3,5,3,5,4,100,87.0,1
246,Male,Loyal Customer,41,Personal Travel,Eco,371,1,2,1,4,4,1,1,4,3,2,2,4,3,4,28,29.0,0
247,Male,Loyal Customer,30,Personal Travel,Eco Plus,228,2,4,2,3,3,2,3,3,3,1,4,1,3,3,0,0.0,0
248,Male,Loyal Customer,51,Business travel,Business,3529,5,5,5,5,2,5,5,4,4,4,4,5,4,5,0,2.0,1
249,Male,Loyal Customer,9,Personal Travel,Eco,429,2,3,5,4,5,5,5,5,2,3,3,1,2,5,0,0.0,0
250,Female,Loyal Customer,30,Business travel,Business,2794,2,3,3,3,2,2,2,2,3,3,4,4,4,2,38,38.0,0
251,Female,Loyal Customer,36,Business travel,Business,3299,2,2,3,2,4,1,1,5,5,5,5,4,5,3,0,0.0,1
252,Female,Loyal Customer,59,Business travel,Business,2463,1,1,4,1,2,5,4,5,5,5,5,3,5,4,59,46.0,1
253,Female,Loyal Customer,43,Personal Travel,Business,1788,1,5,1,1,3,3,5,3,3,1,3,4,3,3,0,0.0,0
254,Male,Loyal Customer,56,Personal Travel,Eco,405,4,3,4,1,1,4,1,1,5,4,1,1,4,1,0,0.0,1
255,Female,Loyal Customer,42,Business travel,Business,1912,2,2,2,2,3,5,5,3,3,4,3,4,3,4,34,20.0,1
256,Male,Loyal Customer,55,Personal Travel,Eco,361,2,4,2,5,3,2,3,3,5,5,5,3,5,3,0,0.0,0
257,Female,Loyal Customer,33,Business travel,Business,781,2,2,2,2,5,5,5,5,5,5,5,5,5,5,32,34.0,1
258,Male,Loyal Customer,37,Personal Travel,Eco,2475,3,5,4,3,4,2,2,2,4,5,4,2,5,2,1,0.0,0
259,Male,Loyal Customer,48,Business travel,Business,447,3,3,3,3,4,4,4,5,5,5,5,4,5,5,0,0.0,1
260,Female,Loyal Customer,24,Personal Travel,Eco,2565,2,0,2,3,2,1,1,1,4,4,3,1,2,1,1,0.0,0
261,Male,Loyal Customer,51,Business travel,Business,101,0,3,1,3,5,2,4,3,3,3,3,4,3,5,0,5.0,1
262,Male,Loyal Customer,23,Business travel,Business,1608,3,2,2,2,3,3,3,3,1,3,3,4,4,3,4,26.0,0
263,Female,Loyal Customer,57,Business travel,Eco,910,2,4,4,4,2,3,3,2,2,2,2,4,2,2,0,0.0,0
264,Male,Loyal Customer,23,Personal Travel,Eco,2279,2,4,2,3,4,2,4,4,4,4,5,4,4,4,0,0.0,0
265,Female,disloyal Customer,24,Business travel,Eco,1438,3,2,2,4,4,3,3,4,2,1,4,4,3,4,0,0.0,0
266,Female,Loyal Customer,10,Personal Travel,Eco,678,3,5,4,2,5,4,5,5,3,2,4,4,4,5,23,28.0,0
267,Male,Loyal Customer,50,Business travel,Business,2378,1,1,1,1,5,4,5,4,4,4,4,4,4,3,28,25.0,1
268,Male,Loyal Customer,31,Business travel,Business,696,3,2,2,2,3,3,3,3,4,2,3,3,4,3,5,12.0,0
269,Female,Loyal Customer,16,Personal Travel,Business,1325,5,4,5,3,5,4,4,5,5,4,5,4,4,4,243,226.0,1
270,Female,Loyal Customer,57,Personal Travel,Eco,526,2,4,2,1,2,2,5,3,2,4,4,5,4,5,188,199.0,0
271,Female,Loyal Customer,38,Business travel,Eco,1674,3,1,1,1,3,3,3,3,1,3,2,2,2,3,3,0.0,0
272,Female,Loyal Customer,44,Personal Travel,Eco,201,3,4,0,3,4,3,3,1,1,0,1,4,1,1,4,0.0,0
273,Female,Loyal Customer,15,Personal Travel,Eco Plus,599,2,5,2,3,5,2,2,5,2,5,4,1,3,5,0,0.0,0
274,Female,Loyal Customer,52,Business travel,Business,4983,3,5,5,5,3,3,3,3,3,3,5,3,2,3,16,0.0,1
275,Female,disloyal Customer,37,Business travel,Eco,1147,3,3,3,2,1,3,1,1,4,2,1,3,1,1,0,0.0,0
276,Female,Loyal Customer,42,Business travel,Business,2927,2,2,2,2,4,2,5,4,4,4,4,2,4,2,1,0.0,1
277,Male,Loyal Customer,61,Personal Travel,Eco,391,2,5,2,2,2,3,3,5,4,5,5,3,1,3,133,118.0,0
278,Female,Loyal Customer,63,Business travel,Business,3104,3,2,3,3,5,4,5,4,4,4,4,4,4,3,0,,1
279,Female,Loyal Customer,53,Business travel,Business,2475,5,5,5,5,2,5,4,4,4,4,4,5,4,4,2,0.0,1
280,Male,Loyal Customer,54,Business travel,Business,554,3,3,3,3,2,5,4,3,3,3,3,4,3,5,3,0.0,1
281,Female,Loyal Customer,60,Personal Travel,Eco,296,1,4,1,5,4,5,4,1,1,1,1,5,1,3,0,0.0,0
282,Female,Loyal Customer,40,Business travel,Eco,1214,4,3,3,3,4,4,4,4,2,2,4,3,1,4,110,,1
283,Male,Loyal Customer,55,Business travel,Business,1888,5,5,2,5,5,5,4,5,5,5,5,3,5,4,8,4.0,1
284,Female,Loyal Customer,53,Business travel,Business,3640,5,5,5,5,2,5,5,5,5,5,5,4,5,5,0,5.0,1
285,Female,Loyal Customer,60,Business travel,Business,1712,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0.0,1
286,Male,Loyal Customer,42,Personal Travel,Eco,1121,2,4,2,3,5,2,1,5,5,3,3,3,4,5,0,0.0,0
287,Female,Loyal Customer,41,Business travel,Business,3946,4,4,4,4,4,5,4,4,4,4,4,5,4,5,0,0.0,1
288,Male,Loyal Customer,47,Business travel,Business,2419,1,2,2,2,3,4,4,1,1,1,1,1,1,3,10,0.0,0
289,Female,disloyal Customer,38,Business travel,Eco Plus,1028,1,1,1,4,3,1,5,3,1,3,3,3,4,3,0,31.0,0
290,Male,Loyal Customer,57,Business travel,Business,1389,1,1,3,1,5,5,4,5,5,5,5,4,5,5,0,0.0,1
291,Female,disloyal Customer,35,Business travel,Business,1547,2,2,2,2,1,2,1,1,3,3,4,3,5,1,0,0.0,0
292,Female,Loyal Customer,19,Personal Travel,Eco,265,3,1,3,3,3,3,3,2,2,4,3,3,2,3,76,148.0,0
293,Female,Loyal Customer,52,Personal Travel,Eco,1090,3,5,3,2,2,2,3,2,2,3,2,5,2,2,35,56.0,0
294,Male,Loyal Customer,44,Business travel,Business,2712,4,4,4,4,4,5,5,4,4,4,4,5,4,3,59,40.0,1
295,Male,disloyal Customer,39,Business travel,Eco,177,2,2,2,3,2,2,2,2,4,5,3,4,4,2,9,22.0,0
296,Female,Loyal Customer,50,Personal Travel,Eco,1014,4,2,4,3,5,4,3,5,5,4,5,2,5,2,28,19.0,0
297,Male,Loyal Customer,44,Business travel,Business,3481,5,5,4,5,3,5,4,4,4,5,4,5,4,5,0,0.0,1
298,Male,Loyal Customer,53,Business travel,Business,1985,3,3,3,3,3,4,5,3,3,3,3,5,3,4,0,0.0,1
299,Female,disloyal Customer,22,Business travel,Eco,738,4,4,4,2,3,4,2,3,4,2,5,5,5,3,0,0.0,1
300,Male,disloyal Customer,28,Business travel,Business,280,4,4,4,3,4,4,3,4,5,5,4,4,4,4,0,0.0,1
301,Male,Loyal Customer,69,Personal Travel,Eco,391,4,5,4,1,2,4,2,2,5,2,5,4,4,2,0,0.0,0
302,Female,disloyal Customer,32,Business travel,Business,483,1,1,1,1,1,1,1,1,3,3,5,5,5,1,7,0.0,0
303,Male,Loyal Customer,65,Personal Travel,Eco,86,4,5,4,5,4,4,4,4,2,1,4,4,5,4,0,0.0,0
304,Male,disloyal Customer,25,Business travel,Business,591,2,4,2,1,1,2,1,1,4,5,5,4,4,1,0,0.0,0
305,Male,disloyal Customer,50,Business travel,Business,473,3,3,3,2,5,3,4,5,3,4,5,5,5,5,0,0.0,0
306,Male,Loyal Customer,40,Business travel,Business,3695,1,1,1,1,4,3,1,5,5,5,5,2,5,5,0,0.0,1
307,Female,Loyal Customer,61,Personal Travel,Eco,813,3,2,3,4,1,3,3,5,5,3,5,2,5,4,9,23.0,0
308,Male,Loyal Customer,49,Business travel,Business,2586,4,3,4,4,4,5,5,5,5,5,5,4,5,3,0,0.0,1
309,Male,Loyal Customer,16,Business travel,Business,3400,3,3,3,3,4,4,4,5,3,4,5,4,3,4,133,129.0,1
310,Female,Loyal Customer,58,Personal Travel,Eco,1475,4,5,4,1,4,3,5,3,3,4,3,3,3,4,0,0.0,0
311,Male,disloyal Customer,19,Business travel,Eco,576,2,4,2,3,4,2,4,4,1,1,4,3,4,4,0,11.0,0
312,Female,Loyal Customer,49,Personal Travel,Eco Plus,1129,3,5,3,3,3,4,5,2,2,3,2,4,2,3,0,0.0,0
313,Male,disloyal Customer,54,Business travel,Eco,869,1,1,1,3,1,1,1,1,5,1,3,2,5,1,0,0.0,0
314,Male,Loyal Customer,30,Business travel,Business,2579,5,5,5,5,4,4,4,4,1,4,3,3,1,4,0,0.0,1
315,Male,Loyal Customer,48,Business travel,Eco,1183,2,2,2,2,2,2,2,2,2,5,2,3,3,2,42,22.0,0
316,Male,disloyal Customer,45,Business travel,Business,406,4,4,4,1,4,4,4,4,4,3,4,5,5,4,34,27.0,0
317,Female,disloyal Customer,38,Business travel,Business,414,5,5,5,4,2,5,2,2,3,5,5,3,4,2,0,0.0,1
318,Male,Loyal Customer,51,Business travel,Business,1737,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0,1
319,Female,Loyal Customer,59,Personal Travel,Eco,282,3,4,3,2,2,4,5,2,2,3,2,3,2,4,3,3.0,0
320,Male,disloyal Customer,44,Business travel,Business,391,4,4,4,2,2,4,2,2,4,4,4,3,4,2,0,5.0,1
321,Female,Loyal Customer,51,Personal Travel,Eco,580,1,4,1,3,3,4,4,2,2,1,2,3,2,4,56,50.0,0
322,Female,disloyal Customer,43,Business travel,Eco,549,5,0,5,5,1,5,1,1,3,5,3,1,5,1,0,0.0,1
323,Male,Loyal Customer,56,Business travel,Business,1855,1,1,1,1,2,4,4,3,3,3,3,5,3,4,8,0.0,1
324,Male,Loyal Customer,28,Personal Travel,Eco,1788,3,5,3,3,3,3,3,3,5,4,3,4,5,3,24,11.0,0
325,Female,Loyal Customer,60,Personal Travel,Eco,834,2,5,2,4,2,5,1,3,3,2,3,2,3,4,0,2.0,0
326,Female,Loyal Customer,52,Business travel,Business,3367,1,1,1,1,1,4,1,4,4,4,4,4,4,4,0,0.0,1
327,Female,Loyal Customer,28,Business travel,Eco Plus,488,4,5,5,5,4,4,4,4,2,4,5,5,1,4,49,40.0,1
328,Female,Loyal Customer,39,Personal Travel,Eco,577,3,5,3,3,4,3,5,4,3,4,4,5,5,4,0,0.0,0
329,Female,Loyal Customer,40,Business travel,Business,390,1,1,5,1,5,4,5,3,3,3,3,3,3,5,0,0.0,1
330,Female,Loyal Customer,37,Personal Travel,Eco,533,1,5,1,2,1,1,1,1,5,5,5,3,5,1,21,5.0,0
331,Male,Loyal Customer,47,Business travel,Business,837,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0.0,1
332,Female,Loyal Customer,37,Business travel,Eco,261,4,5,5,5,4,4,4,4,5,5,1,1,5,4,0,0.0,1
333,Female,Loyal Customer,35,Business travel,Business,3416,1,1,1,1,3,1,1,4,4,4,4,5,4,4,0,0.0,1
334,Male,disloyal Customer,26,Business travel,Eco,578,3,3,2,3,2,1,1,1,4,2,1,1,5,1,131,121.0,0
335,Female,Loyal Customer,68,Personal Travel,Eco,429,4,5,4,2,2,5,5,5,5,4,5,2,5,5,0,0.0,0
336,Female,Loyal Customer,25,Business travel,Business,3937,3,3,3,3,4,4,4,4,2,5,2,2,1,4,47,44.0,1
337,Male,Loyal Customer,38,Business travel,Business,533,3,3,3,3,1,1,4,4,4,4,4,1,4,4,0,0.0,1
338,Male,disloyal Customer,42,Business travel,Business,452,5,5,5,1,5,5,1,5,4,5,5,4,4,5,93,83.0,1
339,Female,Loyal Customer,41,Personal Travel,Eco,600,3,0,3,4,5,3,5,5,5,4,4,4,5,5,12,4.0,0
340,Male,Loyal Customer,30,Business travel,Eco,993,4,4,4,4,4,4,4,4,4,3,3,4,4,4,0,0.0,0
341,Female,Loyal Customer,34,Business travel,Business,2836,1,1,1,1,2,4,4,4,4,4,4,3,4,5,0,0.0,1
342,Male,Loyal Customer,37,Business travel,Eco,862,3,4,4,4,3,3,3,3,4,5,4,1,3,3,5,10.0,0
343,Male,Loyal Customer,42,Business travel,Business,1603,1,1,3,1,4,4,5,4,4,5,4,4,4,3,23,27.0,1
344,Male,Loyal Customer,58,Business travel,Business,3361,3,3,3,3,5,4,5,5,5,5,5,3,5,4,0,0.0,1
345,Male,Loyal Customer,54,Personal Travel,Eco,305,3,3,3,1,5,3,5,5,2,5,1,2,4,5,0,0.0,0
346,Male,Loyal Customer,44,Business travel,Eco,408,4,1,1,1,4,4,4,4,1,3,3,3,4,4,0,0.0,0
347,Female,Loyal Customer,19,Personal Travel,Eco Plus,325,2,3,2,1,3,2,3,3,1,5,5,2,5,3,0,0.0,0
348,Male,Loyal Customer,8,Business travel,Eco Plus,547,2,4,4,4,2,2,3,2,3,3,3,4,3,2,0,5.0,0
349,Female,disloyal Customer,24,Business travel,Eco,247,5,0,5,2,2,5,2,2,5,5,4,5,4,2,3,0.0,1
350,Female,disloyal Customer,21,Business travel,Eco,650,5,0,5,2,3,5,3,3,4,2,4,3,5,3,0,0.0,1
351,Female,Loyal Customer,44,Business travel,Business,2182,1,1,1,1,4,4,5,4,4,4,4,5,4,3,0,0.0,1
352,Male,Loyal Customer,56,Business travel,Business,3081,4,4,4,4,4,5,5,4,4,4,4,5,4,3,0,0.0,1
353,Male,Loyal Customer,38,Personal Travel,Eco,2704,5,3,5,2,5,4,3,1,5,3,5,3,1,3,2,0.0,1
354,Female,Loyal Customer,32,Business travel,Eco,1562,5,5,5,5,5,5,5,5,4,2,1,1,3,5,24,15.0,1
355,Female,Loyal Customer,36,Business travel,Business,2855,1,1,1,1,5,4,3,5,5,5,5,5,5,3,36,9.0,1
356,Male,Loyal Customer,8,Personal Travel,Eco,606,5,5,5,1,2,5,2,2,4,5,4,5,5,2,102,97.0,1
357,Male,Loyal Customer,53,Personal Travel,Business,1620,3,4,2,3,4,4,4,3,3,2,3,5,3,4,15,7.0,0
358,Female,Loyal Customer,15,Personal Travel,Eco,775,1,4,1,3,3,1,3,3,3,4,5,5,4,3,0,0.0,0
359,Male,disloyal Customer,25,Business travel,Business,763,5,0,5,2,5,5,5,5,3,3,3,3,5,5,1,0.0,1
360,Male,disloyal Customer,24,Business travel,Eco,224,2,0,2,2,3,2,3,3,4,4,5,5,4,3,0,0.0,0
361,Female,Loyal Customer,34,Business travel,Business,3936,2,2,2,2,3,2,2,2,2,3,1,2,1,2,252,235.0,1
362,Male,disloyal Customer,25,Business travel,Eco,261,3,0,3,1,2,3,5,2,3,4,1,2,2,2,0,0.0,0
363,Female,Loyal Customer,40,Business travel,Eco,438,5,3,3,3,5,5,5,5,3,4,5,2,2,5,0,0.0,1
364,Male,Loyal Customer,56,Business travel,Eco Plus,2342,1,5,5,5,1,1,1,1,3,2,3,4,4,1,101,92.0,0
365,Female,Loyal Customer,16,Personal Travel,Eco Plus,342,4,4,4,1,1,4,1,1,5,5,5,4,4,1,9,0.0,1
366,Male,Loyal Customer,43,Personal Travel,Eco,677,1,3,1,1,5,1,5,5,1,4,4,5,4,5,6,18.0,0
367,Male,Loyal Customer,38,Personal Travel,Eco,1185,2,2,2,4,2,2,2,2,1,1,3,3,4,2,0,23.0,0
368,Male,Loyal Customer,31,Personal Travel,Eco,399,3,5,3,3,3,3,3,3,3,2,4,3,4,3,0,0.0,0
369,Male,Loyal Customer,56,Business travel,Business,762,4,4,4,4,5,4,5,4,4,4,4,4,4,5,0,0.0,1
370,Male,Loyal Customer,36,Business travel,Business,1739,3,4,4,4,1,3,3,3,3,2,3,3,3,2,126,92.0,0
371,Male,disloyal Customer,28,Business travel,Eco,851,3,3,3,5,1,3,1,1,1,1,3,5,5,1,37,32.0,0
372,Male,Loyal Customer,43,Business travel,Business,2567,5,5,5,5,2,4,5,4,4,5,4,5,4,5,0,0.0,1
373,Female,disloyal Customer,28,Business travel,Business,679,2,2,2,1,1,2,1,1,3,3,5,3,5,1,0,0.0,0
374,Female,Loyal Customer,37,Personal Travel,Eco,602,5,3,4,4,3,4,3,3,5,3,5,5,5,3,0,0.0,1
375,Male,Loyal Customer,7,Personal Travel,Eco,1005,3,5,3,2,4,3,4,4,1,2,1,4,2,4,2,0.0,0
376,Female,Loyal Customer,48,Personal Travel,Eco,561,2,4,2,2,2,5,4,1,1,2,1,4,1,4,17,3.0,0
377,Female,Loyal Customer,28,Personal Travel,Eco,120,4,5,0,4,2,0,2,2,1,4,4,2,3,2,0,1.0,1
378,Male,disloyal Customer,33,Business travel,Eco,550,3,2,3,3,3,3,3,3,4,1,4,2,3,3,0,0.0,0
379,Female,Loyal Customer,52,Business travel,Business,2304,3,3,3,3,4,4,4,5,5,5,5,3,5,5,30,35.0,1
380,Female,Loyal Customer,48,Business travel,Business,2047,3,3,3,3,2,4,4,4,4,4,4,3,4,3,2,0.0,1
381,Male,Loyal Customer,27,Business travel,Business,2010,3,3,3,3,4,4,4,4,5,3,5,3,5,4,0,0.0,1
382,Male,Loyal Customer,28,Personal Travel,Eco,862,1,1,1,1,5,1,5,5,3,2,1,3,2,5,10,7.0,0
383,Male,Loyal Customer,35,Business travel,Eco,342,3,1,2,1,3,3,3,3,1,4,4,2,4,3,0,0.0,0
384,Female,Loyal Customer,69,Personal Travel,Eco,620,1,5,1,2,4,5,5,1,1,1,1,5,1,4,7,15.0,0
385,Male,Loyal Customer,30,Business travel,Business,3980,3,3,1,3,3,3,3,3,3,2,4,1,2,3,15,17.0,1
386,Female,Loyal Customer,56,Personal Travel,Eco,957,3,5,3,2,2,5,5,4,4,3,1,4,4,3,0,0.0,0
387,Male,Loyal Customer,56,Personal Travel,Eco,627,1,5,1,5,4,1,1,4,5,3,4,5,4,4,55,70.0,0
388,Male,Loyal Customer,37,Personal Travel,Eco,547,3,5,3,3,3,4,1,5,4,4,4,1,4,1,289,279.0,0
389,Male,Loyal Customer,30,Business travel,Business,3470,1,5,1,1,4,4,4,4,3,4,5,3,5,4,21,10.0,1
390,Male,Loyal Customer,17,Personal Travel,Eco,2586,2,4,2,4,2,4,4,5,2,4,5,4,4,4,0,15.0,0
391,Female,Loyal Customer,64,Personal Travel,Eco,173,3,4,3,1,4,3,5,1,1,3,1,4,1,5,26,17.0,0
392,Male,Loyal Customer,32,Business travel,Business,3386,4,4,4,4,4,4,4,4,3,4,4,4,4,4,0,4.0,1
393,Female,Loyal Customer,36,Business travel,Business,2002,3,3,3,3,4,4,5,5,5,5,5,4,5,4,0,0.0,1
394,Female,Loyal Customer,68,Business travel,Eco,116,5,4,2,4,5,2,3,5,5,5,5,2,5,2,0,0.0,1
395,Female,Loyal Customer,53,Business travel,Business,670,5,5,3,5,4,5,4,4,4,5,4,5,4,4,0,0.0,1
396,Female,disloyal Customer,42,Business travel,Eco,774,2,2,2,2,5,2,5,5,3,3,4,2,2,5,18,34.0,0
397,Female,Loyal Customer,45,Business travel,Eco,1041,4,2,2,2,4,4,2,4,4,4,4,3,4,3,0,0.0,1
398,Female,Loyal Customer,52,Personal Travel,Eco,1773,3,4,3,4,4,3,4,4,4,3,4,3,4,2,0,0.0,0
399,Female,Loyal Customer,19,Personal Travel,Eco,349,3,4,3,1,1,3,1,1,4,4,4,3,4,1,10,16.0,0
400,Male,Loyal Customer,38,Business travel,Business,1522,2,2,5,2,2,4,4,2,2,2,2,2,2,1,64,39.0,0
401,Male,Loyal Customer,22,Personal Travel,Business,631,3,5,3,1,2,3,2,2,3,4,4,4,5,2,0,0.0,0
402,Male,Loyal Customer,58,Business travel,Business,888,4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0.0,1
403,Male,Loyal Customer,25,Business travel,Eco,1541,0,5,0,2,2,5,2,2,5,1,1,3,2,2,28,22.0,1
404,Female,Loyal Customer,45,Personal Travel,Eco Plus,612,1,4,1,5,5,4,4,3,3,1,4,4,3,4,0,0.0,0
405,Female,Loyal Customer,42,Personal Travel,Eco,328,3,3,3,3,1,4,3,1,1,3,1,4,1,1,0,1.0,0
406,Female,Loyal Customer,22,Personal Travel,Eco,408,1,1,1,4,3,1,1,3,3,5,3,2,3,3,0,0.0,0
407,Female,Loyal Customer,40,Personal Travel,Eco,948,1,0,1,3,4,1,2,4,4,3,5,4,5,4,0,0.0,0
408,Male,Loyal Customer,44,Business travel,Business,873,5,5,5,5,2,5,4,3,3,3,3,3,3,3,0,0.0,1
409,Male,Loyal Customer,17,Personal Travel,Eco,936,2,4,2,1,1,2,5,1,3,2,4,5,4,1,0,0.0,0
410,Female,Loyal Customer,19,Personal Travel,Eco Plus,159,2,5,2,4,3,2,3,3,1,5,4,2,5,3,0,10.0,0
411,Female,Loyal Customer,49,Business travel,Eco Plus,438,3,5,5,5,1,2,4,3,3,3,3,3,3,2,0,0.0,1
412,Male,Loyal Customer,59,Personal Travel,Eco,341,5,2,4,3,4,4,1,4,4,3,3,4,3,4,0,0.0,1
413,Female,Loyal Customer,27,Business travel,Business,3225,2,4,4,4,2,2,2,2,4,4,4,4,4,2,0,0.0,0
414,Male,Loyal Customer,16,Personal Travel,Eco,1497,2,5,1,2,3,1,3,3,5,3,4,4,4,3,11,0.0,0
415,Female,disloyal Customer,39,Business travel,Eco Plus,488,1,1,1,3,2,1,2,2,1,2,3,4,4,2,9,11.0,0
416,Male,Loyal Customer,39,Business travel,Business,1597,1,1,3,1,5,4,5,5,5,5,5,4,5,3,0,0.0,1
417,Male,disloyal Customer,22,Business travel,Eco,1703,3,3,3,3,2,3,2,2,4,2,2,2,4,2,0,0.0,0
418,Female,Loyal Customer,32,Business travel,Business,2946,2,1,3,1,2,2,2,2,1,1,4,2,3,2,0,0.0,0
419,Female,Loyal Customer,32,Business travel,Business,814,5,5,5,5,4,4,4,4,5,4,4,4,5,4,0,0.0,1
420,Female,Loyal Customer,50,Business travel,Business,602,3,2,3,3,2,5,4,4,4,4,4,4,4,4,0,0.0,1
421,Female,Loyal Customer,43,Personal Travel,Eco,813,1,3,1,3,5,4,4,4,4,1,4,3,4,1,2,0.0,0
422,Male,Loyal Customer,67,Personal Travel,Eco,1558,2,4,2,4,5,2,5,5,3,3,4,5,4,5,27,13.0,0
423,Female,Loyal Customer,52,Business travel,Eco,461,4,1,1,1,5,3,3,4,4,4,4,1,4,2,0,0.0,0
424,Male,Loyal Customer,55,Personal Travel,Eco Plus,746,2,4,2,4,4,2,4,4,2,4,4,1,2,4,0,0.0,0
425,Female,Loyal Customer,39,Business travel,Business,3933,2,2,2,2,2,4,5,5,5,5,4,4,5,5,0,0.0,1
426,Male,disloyal Customer,17,Business travel,Eco,370,4,5,4,3,4,4,4,4,4,3,4,3,5,4,0,0.0,1
427,Female,Loyal Customer,52,Business travel,Business,2703,4,4,4,4,3,3,2,5,5,5,5,1,5,3,9,8.0,1
428,Male,Loyal Customer,70,Personal Travel,Eco,298,2,4,2,3,1,2,1,1,3,2,4,3,5,1,0,,0
429,Female,Loyal Customer,27,Personal Travel,Eco Plus,749,2,4,2,4,5,2,5,5,2,1,4,4,3,5,23,28.0,0
430,Male,Loyal Customer,46,Business travel,Business,3291,5,5,5,5,4,4,5,5,5,4,5,5,5,4,0,0.0,1
431,Female,Loyal Customer,55,Personal Travel,Eco Plus,1916,4,4,5,3,5,2,4,5,5,5,2,1,5,2,0,0.0,0
432,Male,disloyal Customer,24,Business travel,Eco,1222,3,3,3,4,4,3,4,4,4,3,4,4,4,4,3,0.0,0
433,Male,Loyal Customer,42,Personal Travel,Eco,677,3,1,3,3,4,3,4,4,1,1,3,1,3,4,0,0.0,0
434,Female,Loyal Customer,36,Personal Travel,Eco,402,3,4,3,4,5,3,5,5,2,1,3,1,3,5,0,0.0,0
435,Male,Loyal Customer,33,Business travel,Business,3899,2,2,2,2,4,4,4,4,5,5,5,1,4,4,0,0.0,1
436,Male,Loyal Customer,28,Business travel,Eco,516,4,5,5,5,4,4,4,4,4,2,3,3,3,4,29,44.0,1
437,Male,Loyal Customer,22,Personal Travel,Eco,296,2,3,2,2,2,2,2,2,4,3,2,4,3,2,95,85.0,0
